,job_titles,companies,company_ratings,locations,post_dates,Salary,Excel,Python,R,Java,Scala,C/C++,MATLAB,SAS,SQL/databases,Oracle,SPSS,Machine Learning,Data Mining/Analytics,Visualisation,Big Data,AWS Cloud,Jason,xml,Azure,Google Cloud,IBM,Operations research,DevOps,Git,presentation,management,agile,SDLC,decision making,problem solving,project_management,leadership,consulting
496,Analyste de données - Senior - Data Analyst,Nuance,3.2,,30+ days ago,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
497,Data Analyst,Jerry,,"Toronto, ON",22 days ago,,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
498,"Data Strategy - Operations Analyst (6 month contract, possibility of extension)",Service Experts,2.8,"Mississauga, ON",21 days ago,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0
499,Product Analytics Lead,Uken Games,4.5,"Charlottetown, PE",30+ days ago,,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
500,Sr. Data Analyst,Bond Brand Loyalty Inc,3.3,,30+ days ago,,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
501,Big Data Engineer Support,AdGear,,"Hampstead, QC",23 days ago,,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
502,"Machine Learning Engineer, Shopping Discovery",Pinterest,,"Toronto, ON",25 days ago,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,Senior Software Developer - Assessments (Machine Learning),Coursera,4.3,"Toronto, ON",10 days ago,,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
504,"Director, Finance Automation and Robotics",Bell Canada,3.8,"Verdun, QC",4 days ago,,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
505,Deep Learning Engineer,Deeplite Inc,,"Montréal, QC",30+ days ago,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,Senior Machine Learning Engineer,BlackBerry,4.0,"Ottawa, ON",30+ days ago,,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
507,Sr. Associate Data Science and Analytics,Publicis Sapient,3.9,"Toronto, ON",22 days ago,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
508,Business Intelligence Manager,Uberflip,,"Toronto, ON",30+ days ago,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
509,Conversational Artificial Intelligence Engineer,IBM,3.9,"Markham, ON",10 days ago,,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1
510,Senior Director: Data Analytics,Capgemini,3.8,"Toronto, ON",30+ days ago,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
511,"Senior Consultant / Manager, Microsoft Data and Analytics",KPMG,4.0,"Montréal, QC",30+ days ago,,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
512,"Data Strategy - Operations Analyst (6 month contract, possibility of extension)",Service Experts,2.8,"Mississauga, ON",21 days ago,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0
513,Sr. Data Analyst,Bond Brand Loyalty Inc,3.3,,30+ days ago,,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
514,"Data Analyst, Merchandise Planning",SSENSE,3.1,"Montréal, QC",29 days ago,,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
515,"Machine Learning Engineer, Shopping Content Mining",Pinterest,,"Toronto, ON",25 days ago,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,Senior Software Developer - Assessments (Machine Learning),Coursera,4.3,"Toronto, ON",10 days ago,,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
517,Senior Statistician,PHSA,3.2,"Vancouver, BC",30+ days ago,,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0
518,"Research Intern, Eye Tracking - Machine Learning (PhD)",Facebook,4.2,"Toronto, ON",30+ days ago,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
519,Senior Business/Data Analyst (AVP),Citi,3.9,"Mississauga, ON",16 days ago,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
520,Senior Data Analyst/Engineer,Microsoft,4.2,"Vancouver, BC",30+ days ago,,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
521,Sessional Lecturer - GGR276H5S Spatial Data Science I (Sci),University of Toronto,4.4,"Mississauga, ON",17 days ago,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
522,Data Scientist (Junior),Trigyn,,,Just posted,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
523,Assistant Professor (Data Science),Carleton University,4.4,"Ottawa, ON",30+ days ago,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
524,"Senior Data Analyst, Parents",Prodigy Game,4.6,,30+ days ago,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,Data Analyst,Jerry,,"Toronto, ON",22 days ago,,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
526,"Manager, Financial Pricing Analytics",Scotiabank,3.9,"Toronto, ON",17 days ago,,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
527,"Senior Data Analyst, North American Risk and Collections Strategy",BMO Financial Group,3.8,"Mississauga, ON",30+ days ago,,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
528,Machine Learning Geoscientist,DATACLOUD,,"Vancouver, BC",30+ days ago,,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
529,Senior Data Analyst - Business Intelligence,StackAdapt,4.5,"Toronto, ON",30+ days ago,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
530,Senior Data Analyst/Engineer,Microsoft,4.2,"Vancouver, BC",30+ days ago,,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
531,Director of Advanced Analytics,Afiniti,,"Toronto, ON",25 days ago,,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
532,"Senior Manager, Customer Insights & Advanced Analytics",Loblaw Digital,2.0,"Toronto, ON",11 days ago,,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
533,Director of Analytics and Reporting,HOLLAND GROUP FINANCIAL,,"Toronto, ON",30+ days ago,"$100,000 - $110,000 a year",1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
534,"Specialist, Digital Analytics Deployment, Integrated Operations",Teck Resources Limited,3.9,"Vancouver, BC",8 days ago,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
535,Senior Digital Marketing & Analytics Analyst,TD Bank,3.8,"Toronto, ON",2 days ago,,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
536,Machine Learning & Signal Processing Specialist,TandemLaunch,3.5,"Montréal, QC",30+ days ago,,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
537,Machine Learning for Scene Understanding – Intern,Bosch Group,4.1,"Waterloo, ON",21 days ago,,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
538,Data Scientist II,Flipp,4.2,"Toronto, ON",30+ days ago,,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
539,Data Analytical Specialist/Scientist - Junior,Bevertec CST Inc,3.4,,Today,,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1
540,Project Manager - Business Intelligence,MSi Corp (Bell Canada),3.6,"Ottawa, ON",4 days ago,$55 an hour,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0
541,Chief Executive Officer (CEO) of a Machine Learning Audio Startup,TandemLaunch,3.5,"Montréal, QC",21 days ago,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
542,Full Stack Developer - Data Science and Advanced Analytics,St. Michael's Hospital,4.1,"Toronto, ON",25 days ago,,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0
543,Business Intelligence Analyst,CAPREIT,3.2,"Toronto, ON",30+ days ago,,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
544,Machine Learning Engineer - Shopping Content Mining,Hired Recruiters,,"Toronto, ON",30+ days ago,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,Machine Learning Engineer,Unbounce,,"Vancouver, BC",30+ days ago,,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
546,"Director, Advanced Analytics",CGI Inc,3.6,"Vancouver, BC",9 days ago,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
547,Data Analyst,IQVIA,3.8,Ontario,21 days ago,,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
548,Machine Learning & Signal Processing Specialist,TandemLaunch,3.5,"Montréal, QC",30+ days ago,,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
549,MLOps / ML Engineer,Acerta Analytics Solutions Inc,,"Kitchener, ON",22 days ago,"$90,000 a year",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
550,Data Strategy - Operations Analyst (6 month contract),Service Experts,2.8,"Toronto, ON",21 days ago,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0
551,Senior Consultant Data and Analytics - Azure engineer,Ernst & Young,4.0,"Montréal, QC",28 days ago,,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1
552,"Analytics Manager, Innovation & Attributes",Equifax,3.6,"Toronto, ON",30+ days ago,,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,"Data Analyst, Merchandise Planning",SSENSE,3.1,"Montréal, QC",29 days ago,,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
554,"Senior developer Backend AWS IoT, Machine Learning & AI",Services Conseils IntelliSoft inc.,,"Montréal, QC",30+ days ago,,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0
555,Data Science Senior Manager,Citi,3.9,"Mississauga, ON",30+ days ago,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
556,Sr. Data Analyst,Bond Brand Loyalty Inc,3.3,,30+ days ago,,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
557,Data Engineer - Machine Learning,Opus One Solutions,,"Toronto, ON",28 days ago,,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0
558,Business Intelligence Programmer,Big Blue Bubble,4.0,"London, ON",30+ days ago,,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
559,"Research Intern, Machine Learning for Image Synthesis (PhD)",Facebook,4.2,"Montréal, QC",14 days ago,,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
560,Data Science Consultant,Infinity Technology,,"National Capital Region, ON",30+ days ago,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,"Director, Applied Machine Learning",Stradigi AI,,"Montréal, QC",15 days ago,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
562,"Manager, AML/ATF Models & Analytics",Scotiabank,3.9,"Toronto, ON",30+ days ago,,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,Big Data Engineer - Analytics,Interset,,"Ottawa, ON",30+ days ago,,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
564,Senior Machine Learning Developer / Développeur apprentissage automatique sénior,ChilliConnect,,"Montréal, QC",3 days ago,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,Business Intelligence Analyst,The Toronto Region Board of Trade,2.0,"Toronto, ON",24 days ago,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
566,Machine Learning Geoscientist,DATACLOUD,,"Vancouver, BC",30+ days ago,,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
567,Data & AI Technical Architect-CoE,Avanade,3.6,"Calgary, AB",22 days ago,,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1
568,Data Scientist (Junior),Trigyn,,,Just posted,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
569,Senior Machine Learning Engineer,BlackBerry,4.0,"Ottawa, ON",30+ days ago,,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
570,Senior Machine Learning Developer / Développeur apprentissage automatique sénior,Unity Technologies,,"Montréal, QC",3 days ago,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,Data Analyst,Citylitics,,"Toronto, ON",3 days ago,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
572,"Manager, Insights and Analytics",Giant Tiger,3.8,"Ottawa, ON",22 days ago,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
573,"ML Ops Solution Architect, Omnia AI",Deloitte,4.0,"Toronto, ON",28 days ago,,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1
574,Senior Machine Learning Developer,Unity Technologies,,"Vancouver, BC",14 days ago,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
575,Business Development - Data Science Senior Manager,Accenture,4.0,"Montréal, QC",30+ days ago,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1
576,SEPT Grad - SESSIONAL FACULTY - SEP 786 Artificial Intelligence & Machine Learning Fundamentals/ SEP 787 Machine Learning: Classifi...,McMaster University,4.3,"Hamilton, ON",30+ days ago,"$8,100 a month",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
577,"Senior Data Analyst, Parents",Prodigy Game,4.6,,30+ days ago,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,Analyste d'affaires BI,agileDSS,,"Montréal, QC",30+ days ago,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
579,Machine Learning Engineer,nugget.ai,,"Toronto, ON",30+ days ago,,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
580,Senior Data Analyst/ Developer,AdGear,,"Montréal, QC",30+ days ago,,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
581,Senior Software Developer - Machine Learning,Oracle,3.8,"Kitchener, ON",30+ days ago,,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
582,Lead Machine Learning Developer - (ehsAI),Intelex Technologies,3.6,British Columbia,11 days ago,,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
583,Senior Digital Marketing & Analytics Analyst,TD Bank,3.8,"Toronto, ON",2 days ago,,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
584,Business Intelligence Analyst,Bayshore HealthCare,3.2,"Mississauga, ON",30+ days ago,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
585,PhD University Grad Machine Learning Engineer (2021),Pinterest,,"Toronto, ON",25 days ago,,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,"Deputy Director, Process Diagnostics & Analytics",Sanofi,4.1,"Toronto, ON",30+ days ago,,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
587,Sr. Software Engineer (Analytics + Machine Learning),Cvent,3.6,"Fredericton, NB",30+ days ago,,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,"Senior Data Analyst, Parents",Prodigy Game,4.6,,30+ days ago,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,Lead Machine Learning Engineer,Patriot One Technologies,,"Vancouver, BC",12 days ago,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
590,Senior Digital Analytics Manager,BlackBerry,4.0,"Mississauga, ON",3 days ago,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
591,"Data Engineer, Financial, Marketing & Sales",Prodigy Game,4.6,,30+ days ago,,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
592,Data Analyst/Engineer,Microsoft,4.2,"Vancouver, BC",30+ days ago,,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
593,Ingénieur.e en apprentissage machine / Machine Learning Engineer,CAE Inc.,3.7,"Saint-Laurent, QC",30+ days ago,,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0
594,Research Engineer (Machine Learning and Computer Vision),Roboeye,,"Toronto, ON",30+ days ago,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,ML / AI Customer Engineer (Ottawa),h2o.ai,,"Ottawa, ON",30+ days ago,,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
596,Machine Learning - Ph.D. Internship,Instacart,2.9,"Toronto, ON",30+ days ago,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
597,Speech Technologies Machine Learning Engineer,IBM,3.9,"Markham, ON",10 days ago,,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1
598,"Director, Finance Automation and Robotics",Bell Canada,3.8,"Verdun, QC",4 days ago,,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
599,"Senior Manager, Customer Insights & Advanced Analytics",Loblaw Digital,2.0,"Toronto, ON",11 days ago,,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
600,Senior Software Engineer (NLP),Galvanize,4.6,"Vancouver, BC",16 days ago,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
601,"ML Ops Solution Architect, Omnia AI",Deloitte,4.0,"Toronto, ON",28 days ago,,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1
602,"VP, Finance Systems and Data",Thomson Reuters,3.9,"Toronto, ON",27 days ago,,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
603,Machine Learning Software Designer/Engineer,SNC-Lavalin,4.0,"Mississauga, ON",30+ days ago,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
604,Speech Technologies Machine Learning Engineer,IBM,3.9,"Markham, ON",10 days ago,,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1
605,SEPT Grad - SESSIONAL FACULTY - SEP 786 Artificial Intelligence & Machine Learning Fundamentals/ SEP 787 Machine Learning: Classifi...,McMaster University,4.3,"Hamilton, ON",30+ days ago,"$8,100 a month",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
606,Senior Software Engineer (NLP),Galvanize,4.6,"Vancouver, BC",16 days ago,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
607,Senior Digital Analytics Manager,BlackBerry,4.0,"Mississauga, ON",3 days ago,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
608,Credit & Risk Management Analyst,BRP,3.9,"Montréal, QC",11 days ago,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
609,Senior Machine Learning Developer,Loblaw Companies Limited,3.5,"Brampton, ON",30+ days ago,,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0
610,"System Architect, Privacy Analytics",IQVIA,3.8,Ontario,30+ days ago,,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0
611,Intermediate BI Analyst,Unbounce,,"Vancouver, BC",14 days ago,,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0
612,Research Intern - AI/Deep Learning,Deeplite Inc,,"Montréal, QC",30+ days ago,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,Business Intelligence Analyst,Thinking Capital,3.2,"Ottawa, ON",25 days ago,,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
614,Big Data and AI Analyst,Myant,4.6,"Toronto, ON",30+ days ago,,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,Machine Learning Engineer - Content Signals,Hired Recruiters,,"Toronto, ON",30+ days ago,,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,Senior Business Intelligence Analyst,Westland Insurance Group,3.5,"Surrey, BC",21 days ago,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
617,BI Manager,Techo-Bloc,3.1,"Saint-Hubert, QC",30+ days ago,,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
